item,label
下列 新 经济 表述 正确 知识经济 基础 信息技术 主导 新 经济 经济 全球化 形势 下 出现 一种 新 经济 增长 模式 新 经济 第三产业 题型 单选题 难度 使用 次数 纠错 复制 收藏 空间 加入 选题 篮 查看 答案 解析 答案 解析 本题 主要 考察 知识 识记 能力 比较简单 所学 知识 可知 符合 新 经济 表述 新 经济 一种 经济 增长 模式 不是 第三产业 错误 答案 选 知识点 知识点 实施 新政 当代 资本主义 新 变化,现代史
第二次世界大战 后 资本主义 各国 利用 国际货币基金组织 世界银行 关税及贸易总协定 国际 组织 调节 彼此间 金融 贸易 关系 使 战后 发达 资本主义 国家 之间 经济 关系 战前 相比 改进 促成 这一 改进 主要 动力 新 科技 革命 开展 美国 利用 美元 图谋 称霸世界 跨国公司 使 各国 经济 联系 加强 电子计算机 互联网 运行 题型 单选题 难度 使用 次数 纠错 复制 收藏 空间 加入 选题 篮 查看 答案 解析 答案 解析 材料 体现 资本主义 世界 经济 联系 加强 反映 出 经济 全球化 趋势 增强 推动 经济 全球化 主要 动力 生产力 发展 第三次 科技 革命 故项 正确 美国 图谋 称霸世界 不利于 国际 组织 调节 解决 金融贸易 关系 不利于 全球化 发展 故项 错误 跨国公司 电子 技术 发展 有利于 资本主义 世界 经济 联系 全球化 发展 不是 发展 主要 动力 故项 错误 知识点 知识点 相对论 创立 量子论 诞生 发展,现代史
陈独秀 吾人 最后 觉悟 中说 西洋 文明 输入 吾国 最初 促 吾人 觉悟 学术 相形见绌 举 国 所知 政治 历年来 政象 证明 已有 不 克 守缺抱残 之势 继今 以往 国人 怀疑 莫决者 当为 伦理 问题 对此 材料 理解 正确 国人 最先 引进 西方 学术思想 国人 觉醒 主要 障碍 传统 伦理 国人 引进 西方 政治 制度 成功 国人 最后 觉悟 引进 马克思主义 题型 单选题 难度 使用 次数 纠错 复制 收藏 空间 加入 选题 篮 查看 答案 解析 答案 解析 本题 主要 考查 新文化运动 旨在 考查 正确 解读 材料 能力 题干 中国 人 怀疑 莫决者 当为 伦理 问题 指 阻碍 国人 觉醒 传统 伦理 符合 题意 项 近代 中国 人民 西方 学习 经历 器物 制度 思想 文化 过程 没有 取得成功 排除 项题 干中 没有 涉及 马克思主义 排除 项 知识点 知识点 新文化运动,近代史
史学家 张岂之 认为 新 王朝 建设 必然 体现 新 离不开 别人 旧 下列 最能体现 材料 观点 史实 隋朝 科举制 唐朝 三省 六部 制 元朝 行省 制 明朝 内阁制 题型 单选题 难度 使用 次数 纠错 复制 收藏 空间 加入 选题 篮 查看 答案 解析 答案 解析 唐代 三省 六部 制是 隋朝 基础 上 进一步 发展 完善 答案 隋朝 创立 科举制 元朝 创立 行省 制 明朝 内阁制 均 属于 体现 新 没有 反映 离不开 别人 旧 创新 没有 继承 不能 体现 材料 观点 三项 错误 知识点 知识点 明清 君主专制 制度 加强 重 农抑商 政策 郡县制 夏商 两代 政治 制度 选官 官 制度 变化 中央 官制 三公九卿 制 皇帝 制度,古代史
近代 民族 企业家 张謇 谈到 办厂 经历 时 感慨 地说 千磨百折 忍侮 蒙 讥伍 平生 小伍 之人道 平生 不道 之事 主要 原因 难以 招募 合适 技术人员 买 需 机器设备 外国 资本 竞争 处于 不利 地位 受 官府 束缚 压制 企业 经营 管理 方面 存在 诸多 弊端 工人 不断 要求 增加 薪酬 缩短 工时 题型 单选题 难度 使用 次数 纠错 复制 收藏 空间 加入 选题 篮 查看 答案 解析 答案 解析 材料 提到 民族 企业家 张謇 说 千磨百折 忍侮 蒙 讥伍 平生 小伍 之人道 平生 不道 之事 结合 所学 知识 可知 反映 民族 资本主义 受到 封建主义 外国 资本主义 压迫 体现 外国 资本 竞争 处于 不利 地位 受 官府 束缚 压制 正确 难以 招募 合适 技术人员 买 需 机器设备 不 属于 主要 原因 排除 材料 无法 体现 企业 经营 管理 方面 存在 诸多 弊端 排除 材料 未 涉及 工人 不断 要求 增加 薪酬 缩短 工时 排除 知识点 知识点 资本主义 中国 近代 历史 发展 进程 中 地位 作用 垄断组织 出现 民族 资本主义 产生 第三产业 兴起 新 经济 出现 西周 宗 法制 分封制 礼乐 制度 民族 资本主义 产生 初步 发展,近代史
明朝 废 丞相 清初 增设 军机处 变化 实质 上 反映 君主专制 进一步 加强 皇权 更加 巩固 封建制度 渐趋 衰落 实权 完全 掌握 皇帝 一人 手中 题型 单选题 难度 使用 次数 纠错 复制 收藏 空间 加入 选题 篮 查看 答案 解析 答案 解析 废除 丞相 军机处 设立 实质 上 反映 专制 皇权 不断 发展 专制 皇权 发展 顶峰 反映 封建制度 渐趋 衰落 正确 故选 知识点 知识点 明清 君主专制 制度 加强 重 农抑商 政策 郡县制 古代 中国 政治 制度 特点 夏商 两代 政治 制度 中央 官制 三公九卿 制 皇帝 制度,古代史
隋 王朝 国祚 短促 制度 建设 上 却 建树 既有 继承 发展 开拓创新 隋 开创 唐 继承 制度 郡县制 三省 六部 制 郡县制 科举制 三省 六部 制 科举制 科举制 内阁制 题型 单选题 难度 使用 次数 纠错 复制 收藏 空间 加入 选题 篮 查看 答案 解析 答案 解析 本题 考查 连接 课本 知识 郡县制 制 起源于 春秋战国 时期 排除 内阁制 明朝 排除 三省 六部 制 科举制 隋 开创 唐 继承 故选 知识点 知识点 重 农抑商 政策 郡县制 夏商 两代 政治 制度 选官 官 制度 变化 中央 官制 三公九卿 制 皇帝 制度,古代史
年 月 美国 霍利 一斯 穆特 关税法 规定 进口商品 税率 平均 笼 升至 国家 纷纷 做出 反应 全球 贸易 总量 缩水 达 以上 针对 这一 现象 二战 后 国际 社会 采取 措施 成立 国际货币基金组织 国际 复兴 开发 银行 关税 贸易 总协定 世界贸易组织 题型 单选题 难度 使用 次数 纠错 复制 收藏 空间 加入 选题 篮 查看 答案 解析 答案 解析 本题 考查 学生 解读 信息 调动 知识 解决问题 能力 材料 镇 规定 进口商品 税率 平均 笼 升至 国家 纷纷 做出 反应 全球 贸易 总量 缩水 达 以上 针对 这一 现象 说明 国际贸易 体系 混乱 一次 成立 关贸总协定 故项 正确 货币 复兴 关贸总协定 后身 知识点 知识点 资本主义 世界 经济 体系 形成,现代史
牛顿 经典力学 成就 英国 工业革命 法国 诱发 启蒙运动 大革命 迄今为止 还 没有 第二个 重要 科学 学术 理论 取得 重大 成就 这一 观点 认为 科技 社会 文明 发展 根基 准确 概括 经典力学 内涵 认为 经典力学 促进 社会 进步 辩证 看待 经典力学 政治经济 关系 题型 单选题 难度 简单 使用 次数 纠错 复制 收藏 空间 加入 选题 篮 查看 答案 解析 答案 解析 本题 主要 考查 经典力学 旨在 考查 正确 解读 相关 史料 评述 能力 中未 涉及 科技 社会 文明 发展 根基 经典力学 概念 正反两方 面 辩证 分析 经典力学 政治 经济 发展 影响 无法 得出 三项 结论 中 信息 经典力学 成就 英国 工业革命 法国 诱发 启蒙运动 大革命 表明 经典力学 西欧 经济 发展 思想 解放 社会 变革 奠定 理论 基础 促进 西欧 社会 进步 故选 知识点 知识点 两弹一星 经典力学 载人 航天技术 发展,现代史
法国 数学家 天文学家 拉普拉斯 曾经 说 不会 产生 两个 牛顿 发现 世界 牛顿 发现 世界 指 微积分 反射 望远镜 光 色散 原理 三大 运动定律 题型 单选题 难度 使用 次数 纠错 复制 收藏 空间 加入 选题 篮 查看 答案 解析 答案 解析 本题 考查 调用 所学 知识 能力 实际上 考查 学生 牛顿 伟大成就 了解 掌握 牛顿 物理 数学 光学 多个 领域 都 重大成就 如题 干 所述 发现 世界 应该 指 三大 运动定律 牛顿 力学 体系 建立 标志 近代 科学 形成 人类 认识 史上 自然规律 第一次 理论性 概括 综合 打开 工业革命 大门 力学 动力学 研究 奠定 基础 重大成就 中 三大 运动定律 说明 发现 世界 答案 选项 均 材料 中 意思 不符 知识点 知识点 两弹一星 经典力学 载人 航天技术 发展,近代史
唐代 一位 诗人 称为 诗风 壮浪 恣 诗情 一泻千里 笔势 灵活 矫健 充满 大胆 夸张 奇特 想象 描述 这位 诗人 应该 李白杜甫 白居易 孟浩然 题型 单选题 难度 使用 次数 纠错 复制 收藏 空间 加入 选题 篮 查看 答案 解析 答案 解析 尊重 材料 做 历史 唯一 秘籍 仔细阅读 材料 结合 所学 知识 不难 发现 材料 中 满 大胆 夸张 奇特 想象 字眼 来看 诗歌 风格 来看 应该 属于 浪漫主义 风格 本题 四个 选项 中 李白 属于 浪漫主义 诗人 本题 答案 只能 知识点 知识点 明清小说 伤寒 杂病论 本草纲目 现实主义 文学 宋词 元曲,近代史
公元前 世纪 雅典 出现 三个 享有 世界 声誉 三大 悲剧 家 都 善于 传统 神话 中寻取 戏剧 题材 观众 熟悉 故事 中 体现 存在 现实生活 里面 思想感情 上 激烈 矛盾 矛盾 导致 不幸 遭遇 材料 推测 这三大 悲剧 家 作品 成功 处 在于 顺应 民主 政治 发展 需要 充分调动 人们 宗教 情绪 反映 现实生活 中人 情感 故事情节 跌宕起伏 引人入胜 题型 单选题 难度 使用 次数 纠错 复制 收藏 空间 加入 选题 篮 查看 答案 解析 答案 解析 本题 考查 学生 解读 史料 获取信息 能力 本题 主要 考查 古代 希腊 文化 依据 材料 观众 熟悉 故事 中 体现 存在 现实生活 里面 思想感情 上 激烈 矛盾 矛盾 导致 不幸 遭遇 可知 项符合 题意 题意 不符 知识点 知识点 洛克 智者 学派 雅典 民主 政治 卢梭 古代 希腊 民主 政治 产生 历史 条件 开 眼看 世界 程朱 理学 苏格拉底 法国 启蒙 思想家,古代史
晋书 记载 魏武好 法术 天下 贵 刑名 刑法 魏文慕 通达 天下 贱 守节 其后 纲维 不摄 虚无 放诞 之论 盈于 朝野 反映 出 曹魏 时期 中央集权 遭到 削弱 儒家 礼法 秩序 遭到 严重破坏 重武轻文 成为 共识 君主 喜好 决定 文化 发展 方向 题型 单选题 难度 使用 次数 纠错 复制 收藏 空间 加入 选题 篮 查看 答案 解析 答案 解析 本题 考查 曹魏 时期 儒家 正统 地位 受到冲击 材料 并未 涉及 中央 地方 关系 错误 材料 讲 曹操 注重 刑法 并非 重武轻文 错误 魏武好 法术 天下 贵 刑名 刑法 魏文慕 通达 放达 天下 贱 守节 只能 说明 统治者 喜好 会 影响 社会 文化 发展 不能 决定 作用 错误 纲维 不摄 虚无 放诞 之论 盈于 朝野 当时 儒家 伦理 秩序 遭到 严重 破坏 正确 答案 知识点 知识点 宋明理学 文艺 春天,现代史
新 航路 开辟 后 英国 利用 得天独厚 地理位置 加入 激烈 海外 贸易 竞争 世纪 中期 英国 成为 日不落 帝国 确立 世界 殖民 霸权 过程 中 英国 最后 打败 国家 法国 荷兰 西班牙 葡萄牙 题型 单选题 难度 使用 次数 纠错 复制 收藏 空间 加入 选题 篮 查看 答案 解析 答案 解析 所学 可知 在于 法国 殖民 争霸 中世纪 中期 英国 最终 打败 法国 最终 确立 世界 殖民 霸权 号称 日不落 帝国 世纪 三次 英荷 战争 打败 荷兰 使 荷兰 丧失 殖民 霸权 没 地位 故项 排除 年 英国 打败 西班牙 无敌舰队 使 西班牙 丧失 殖民 霸权 地位 故项 排除 葡萄牙 西班牙 同一 时期 殖民 国家 故项 排除 答案 知识点 知识点 世界市场 拓展 西欧国家 殖民 扩张 争夺 走向 会合 世界 世界市场 雏形 出现,近代史
表是 苏俄 新 经济 政策 实施 后 农业 生产 恢复 发展 情况 从中 得出 结论 不 包括 项目 年 年 年 粮食作物 耕种 面积 万公顷 粮食作物 产量 亿普物 提高 农民 生产 积极性 提高 农产品 产量 新 经济 政策 符合 俄国 国情 完成 农业 集体化 题型 单选题 难度 使用 次数 纠错 复制 收藏 空间 加入 选题 篮 查看 答案 解析 答案 解析 本题 否定 选择 苏联 农业 集体化 斯大林 模式 重要 内容 不 该题 包含 时间 范围 内 答案 知识点 知识点 战时 共产主义 政策 新 经济 政策,现代史
人类 拉到 普通 生物 同样 层面 所有 地球 生物 都 人类 远 近 血缘关系 彻底 打破 人类 自高自大 一神 之下 众生 之上 愚昧 式 自尊 这段话 评价 哥白尼 天体 运行 牛顿 万有引力 定律 达尔文 进化论 爱因斯坦 相对论 题型 单选题 难度 使用 次数 纠错 复制 收藏 空间 加入 选题 篮 查看 答案 解析 答案 解析 本题 主要 考查 学生 正确 解读 材料 运用 所学 知识 解决问题 能力 达尔文 进化论 否定 人 万物之灵 传统观念 认为 自然界 生物 都 是从 低级 高级 发展 而来 题 干 人类 拉到 普通 生物 同样 层面 信息 相符 故项 正确 三项 与题 干 信息 无关 排除 知识点 知识点 两弹一星 载人 航天技术 发展 生物 进化论,近代史
康德 说 两种 东西 经常 持续 反复 思考 时时 翻新 有增无减 赞叹 敬畏 充满 心灵 之上 星空 之中 道德 法则 表明 康德 反对 暴力革命 主张 自由 理性 反对 财产 平等 主张 实行 法治 题型 单选题 难度 使用 次数 纠错 复制 收藏 空间 加入 选题 篮 查看 答案 解析 答案 解析 本题 主要 考察 材料 理解 分析 能力 材料 可知 康德 强调 道德 法则 强调 自由 理性 主要 表现 道德 法律 项 材料 没有 体现 项 只 强调 法治 忽视 道德 答案 选 知识点 知识点 启蒙运动 扩展,近代史
分析 下表 看出 一时期 世纪 初期 英美 日 华 直接贸易 金额 比例 国别 年 年 金额 百万美元 比例 金额 百万美元 比例 英国 美国 日本 英国 丧失 世界 霸主 地位 列强 掌握 中国 经济命脉 中国 卷入 世界市场 英美 日 对华 侵略 争夺 激烈 题型 单选题 难度 使用 次数 纠错 复制 收藏 空间 加入 选题 篮 查看 答案 解析 答案 解析 表格 中 看出 世纪 初 英美 日 三 国在华 投资 变化 反映 出 三国 对华 侵略 争夺 比较 激烈 材料 反映 英美 日 三国 对华 投资 状况 无法 体现 出 英国 世界 经济 地位 故项 排除 材料 只 反映 英美 日 三国 状况 无 体现 出 列强 掌握 中国 经济命脉 故项 错误 鸦片战争 后 中国 卷入 世界市场 故项 错误 答案 知识点 知识点 中国 民族 资本主义 曲折 发展 垄断组织 出现 第三产业 兴起 新 经济 出现 中学 体西学 为用 洋务运动,近代史
英国 年 议会选举 改革 中 剥夺 人口 人 以下 城镇 议员 名额 名额 分配 新 工业 城市 这一 改革 举措 最 有利于 金融 资产阶级 商业 资产阶级 工业 资产阶级 工业 无产阶级 题型 单选题 难度 使用 次数 纠错 复制 收藏 空间 加入 选题 篮 查看 答案 解析 答案 解析 材料 提到 英国 年 议会选举 改革 中 名额 分配 新 工业 城市 结合 所学 知识 可知 当时 处于 工业革命 时期 这一 改革 举措 最 有利于 工业 资产阶级 正确 金融 资产阶级 不 属于 工业革命 产物 排除 商业 资产阶级 不 属于 工业革命 产物 排除 工业 无产阶级 属于 统治阶级 不是 最 有利 排除 知识点 知识点 议会 权力 确立 英国 国会 国王 殊死搏斗 责任制 内阁 形成 英国 责任 内阁制 形成 海峡两岸 关系 发展,近代史
清代 学者 顾栋 高 春秋 大事 表中 指出 中国 历代 政治 得失 有土 诸侯 未必 皆 贤 因其 不贤而易 置 政令 不能 出于 王朝 其民 视听 不能 属于 天子 故常 散 不能 聚弱 不强 其易 县 邑 操纵 一己 呼吸 一气 简练 教训 如亲 父兄 子弟 县邑制 出现 完成 封建 专制 国家 统一 维系 君臣 间 宗法 关系 加强 地方 有效 控制 消除 地方 分裂 割据 根源 题型 单选题 难度 使用 次数 纠错 复制 收藏 空间 加入 选题 篮 查看 答案 解析 答案 解析 材料 信息 可知 中国 历代 政治 得失 政令 不能 出于 朝廷 百姓 不能 属于 天子 采用 县邑 制度 有助于 加强 中央 统治 结合 所学 可知 项 说法 过于 绝对 不 正确 排除 项 题意 无关 排除 项 说法 正确 本题 答案 选项 知识点 知识点 明清 君主专制 制度 加强 重 农抑商 政策 郡县制 夏商 两代 政治 制度 中央 官制 三公九卿 制 皇帝 制度,古代史
封建制 本意 分封制 指 古代 帝王 裂土 封疆 封邦建国 制度 封 诸侯 拥有 领土 上述 定义 下列 现象 不 属于 此处 所指 封建制 周天子 封 功臣 姜尚于 齐地 汉高祖 封 长子 刘肥 齐王 明太祖 封七子 朱 榑 青州 康熙 封四子 胤 稹 亲王 题型 单选题 难度 简单 使用 次数 纠错 复制 收藏 空间 加入 选题 篮 查看 答案 解析 答案 解析 本题 主要 考查 古代 政治 制度 旨在 考查 分析 比较 相关 所学 能力 特点 分封 诸侯 藩屏 周用 分封 诸侯 方法 巩固 统治 分封 诸侯 有权 诸侯 国内 实行 再 分封 中 封号 没有 实际 封地 不 属于 分封制 知识点 知识点 重 农抑商 政策 郡县制 夏商 两代 政治 制度 中央 官制 三公九卿 制 皇帝 制度,古代史
北洋政府 经济 立法 指出 据统计 年 北京政府 颁布 发展 实业 条例 章程 细则 法规 达项 经济 法规 政策 扭转 工业布局 不合理 局面 维护 社会 经济 发展 秩序 激发 实业家 投资 热情 健全 中国 经济 法律 体系 题型 单选题 难度 使用 次数 纠错 复制 收藏 空间 加入 选题 篮 查看 答案 解析 答案 解析 本题 主要 考查 学生 解读 材料 最大 限度 获取 有效 信息 作出 准确 判断 认知 能力 题干 信息 可知 本题 主要 考查 近代 中国 民族 资本主义 发展 相关 情况 材料 关键 信息论 北洋政府 经济 立法 条例 章程 细则 法规 达项 可知 这是 经济 发展 措施 不难 得出 认识 经济 发展 提供 法律 保障 极大 调动 实业家 创办 实业 积极性 对比 分析 选项 正确 答案 选 三项 与题 干 内容 不 相关 均 不 符合 题意 知识点 知识点 中国 民族 资本主义 曲折 发展 垄断组织 出现 第三产业 兴起 新 经济 出现 中学 体西学 为用 洋务运动,近代史
孔子 儒家 学派 创始人 汉代 崇尚 儒学 尊 尚书 五部 书为 经典 记录 孔子 言论 论语 却 不 五经 之中 对此 合理 解释 五经 阐发 孔子 儒学 思想 而作 儒学 思想 植根于 久远 历史 传统 汉代 儒学 背离 孔子 儒学 思想 儒学 传统 秦始皇 焚书 断绝 题型 单选题 难度 使用 次数 纠错 复制 收藏 空间 加入 选题 篮 查看 答案 解析 答案 解析 材料 提到 汉代 崇尚 儒学 尊 尚书 五部 书为 经典 记录 孔子 言论 论语 却 不 五经 之中 结合 所学 知识 可知 尚书 成书 年代 孔子 更 久远 体现 儒学 思想 植根于 久远 历史 传统 故项 正确 五经 孔子 编订 不是 阐发 孔子 儒学 思想 而作 排除 汉代 儒学 没有 背离 孔子 儒学 思想 故项 排除 儒学 传统 并未 秦始皇 焚书 断绝 排除 知识点 知识点 董仲舒 罢黜百家 独尊 儒术 无为 文艺 春天 春秋战国 时期 乐舞 孔子 早期 儒学,古代史
左传 昭公 二十五年 载 春秋时期 诸侯 鲁昭公 应用 六 佾 周天子 可用 八 佾 六十四 人 大型 舞 乐队 季氏 只能 四 佾 却 偏要 八 佾 孔子 评论 道 八 佾 舞于庭 是可忍 孰不可忍 表明 季氏 周王 无 血缘关系 孔子 地位 受到冲击 鲁昭公 僭 越 天子 礼制 诸侯 争霸 破坏 礼乐 制 题型 单选题 难度 使用 次数 纠错 复制 收藏 空间 加入 选题 篮 查看 答案 解析 答案 解析 材料 中 孔子 反对 鲁国 季氏 违法 用礼行 周天子 之仪 实际上 反映 分封制 崩溃 故选 两项 明显 错误 项是 表面现象 排除 知识点 知识点 重 农抑商 政策 郡县制 夏商 两代 政治 制度 中央 官制 三公九卿 制 皇帝 制度,古代史
史载 北宋 都 城中 瓦舍 勾栏 集 演艺 消费 一体 颇为 兴盛 士大夫 视为 士庶 放荡不羁 子弟 流连 破坏 门 由此可知 当时 社会 上层 生活 腐朽 堕落 民众 消费水平 差别 明显 价值观 呈现 多元化 特征 市民 阶层 成为 社会 主体 题型 单选题 难度 使用 次数 纠错 复制 收藏 空间 加入 选题 篮 查看 答案 解析 答案 解析 本题 主要 考察 材料 理解 分析 能力 材料 瓦舍 勾栏 集 演艺 消费 一体 子弟 流连 破坏 门 得知 进入 瓦舍 勾栏 非 完全 社会 上层 非 生活 腐朽 堕落 故项 错误 瓦舍 勾栏 兴盛 少数 有钱人 娱乐 消费 场所 不能 整体 反映 当时 民众 消费水平 故项 错误 北宋 子弟 士庶 进行 娱乐 消费 瓦舍 勾栏 却 士大夫 视为 放荡不羁 流连 破坏 之门 故项 正确 题中 材料 提供 北宋 都城 瓦舍 勾栏 情况 不能 代表 北宋 社会 整体 故项 错误 答案 选 知识点 知识点 商业 发展 报刊 业 走向 繁荣,现代史
下图 所示 中国 古代 官职 职责 监察 地方 政治 管理 地方 行政 征收 地方 赋税 掌管 地方 军事 题型 单选题 难度 使用 次数 纠错 复制 收藏 空间 加入 选题 篮 查看 答案 解析 答案 解析 刺史 西汉时期 设立 地方 官员 进行 监察 官职 职责 监察 地方 政治 答案 项 三项 均 不 属于 刺史 职权 史实 不符 排除 项 据此 可知 答案 知识点 知识点 重 农抑商 政策 郡县制 夏商 两代 政治 制度 选官 官 制度 变化 中央 官制 三公九卿 制 皇帝 制度,古代史
下面 不同 时期 德 英法美 等国 获得 诺贝尔奖 数量 变化 表 单位 次 由此可知 年份 颁奖 总数 主要 国家 德 英法美 年 年 年 年 年 现代 西方 物理学 显著 进步 信息技术 加快 科学 发展 世纪 世界 科学 发展 不 平衡 全球化 受益 国 发达国家 题型 单选题 难度 使用 次数 纠错 复制 收藏 空间 加入 选题 篮 查看 答案 解析 答案 解析 表格 显示 德国 英法 美国 获得 诺贝尔奖 数据 不 说明 世纪 世界 科学 发展 不 平衡 表格 不能 说明 物理学 发展 错误 信息技术 材料 不能 体现 错误 表格 没有 体现 出 全球化 受益 国 发达国家 错误 答案 知识点 知识点 相对论 创立 量子论 诞生 发展,现代史
社会变革 中国 近代化 前提 民族 危机 不断 加剧 过程 中 中国 近代 不同 阶级 阶层 政治 集团 摆脱 民族 危机 使 中国 走上 富强 道路 主张 西方 学习 先后 中国 社会 提出 一系列 改革 设想 世纪末 下列 人物 主张 西方 学习 中国 社会 进行 最 彻底 变革 李鸿章 康有为 孙中山 李大钊 题型 单选题 难度 使用 次数 纠错 复制 收藏 空间 加入 选题 篮 查看 答案 解析 答案 解析 本题 主要 考查 学生 正确 运用 所学 知识 解决问题 能力 李鸿章 只 主张 学习 西方 科技 维护 清朝 封建统治 康有为 主张 走 资本主义 改良 道路 孙中山 主张 暴力革命 推翻 清朝 统治 李大钊 中国 高举 社会主义 大旗 中国 社会 进行 彻底 变革 时间 世纪 初故 本题 答案 选项 选项 错误 知识点 知识点 新文化运动 维新 思想 三民主义 实践 三民主义 提出,近代史
东方 来自 苏联 东欧 盟国 威胁 日益严重 西方 来自 美国 经济渗透 政治 控制 不断加强 欧洲 政治家 清醒 意识 下去 欧洲 不再 欧洲人 欧洲 欧洲 采取措施 改变 上述 局面 措施 始于 煤钢 共同体 欧洲共同体 欧洲 关税同盟 欧洲 统一 大 市场 题型 单选题 难度 使用 次数 纠错 复制 收藏 空间 加入 选题 篮 查看 答案 解析 答案 解析 本题 考查 学生 欧共体 理解 材料 信息 来看 欧洲 国家 利益 安全 走向 联合 所学 知识 可知 年 煤钢 共同体 建立 故项 正确 项 都 晚于 项 选 知识点 知识点 世界 经济 区域 集团化,现代史
年 月 蒋介石 非法 逮捕 救国会 七位 领导人 李宗仁 白崇禧 发出 紧急 营救 电 赞扬 七 君子 系 爱国热情 应有 表现 要求 政府 爱国运动 似不应 压迫 反映 出 国民党 内部 派系 之间 斗争 激烈 蒋介石 已经 遭到 社会 各阶层 反对 抗日救亡 已 成为 当时 时代 潮流 李宗仁 主张 建立 抗日 统一战线 题型 单选题 难度 简单 使用 次数 纠错 复制 收藏 空间 加入 选题 篮 查看 答案 解析 答案 解析 本题 主要 考查 学生 阅读 史料 提取 有效 信息 能力 题干 中 李宗仁 白崇禧 行为 属于 爱国运动 派系 斗争 无关 故项 错误 题干 中 不能 表现 出 社会 各阶层 蒋介石 态度 故项 错误 题干 中 李宗仁 白崇禧 爱国 行为 说明 抗日救亡 已 成为 当时 时代 潮流 故项 正确 抗日 统一战线 中国共产党 提出 建立 故项 错误 知识点 知识点 清末 民主革命 风潮 抗日战争,近代史
年 美国最高法院 宣布 公立学校 中 黑白 种族隔离 制度 违反 宪法 年 阿肯色州 州长 福布斯 禁止 黑人 学生 入学 对此 美国 总统 有权 违宪 免除 福布斯 州长 职务 提请 国会 参议院 弹劾 州长 福布斯 下令 联邦 军队 护送 黑人 学生 入学 要求 州 议会 罢免 福布斯 州长 职务 题型 单选题 难度 使用 次数 纠错 复制 收藏 空间 加入 选题 篮 查看 答案 解析 答案 解析 违宪 政府 官员 政令 进行 否决 应该 最高法院 不 正确 结合 所学 知识 可知 会 参议院 没有 权利 弹劾 州长 州长 弹劾 只能 由州 议会 错误 总统 军队 最高 统帅 下令 联邦 军队 护送 黑人 学生 入学 总统 没有 权利 要求 州 议会 弹劾 州长 不 正确 答案 知识点 知识点 两党制 形成 发展 海峡两岸 关系 发展,近代史
乾隆年间 太湖 地区 出产 湖丝 经由 商人 之手 大量 出口 致使 国内 市场 丝价 日趋 昂贵 乾隆帝 谕旨 申明 限制 出口 俾裕 官民 织衽 后 商民 呼吁 之下 朝廷 宣布 废除 上述 规定 上述 现象 反映 清政府 顺应 民意 实行 短暂 开放 海禁 政策 一定 程度 上 抵制 经济侵略 清政府 限制 湖丝 出口 保护 国内 市场 商贸 活跃 地区 农产品 商品化 程度 高 题型 单选题 难度 使用 次数 纠错 复制 收藏 空间 加入 选题 篮 查看 答案 解析 答案 解析 本题 考查 学生 分析 材料 能力 材料 叙述 内容 清朝 乾隆年间 太湖 地区 出产 蚕丝 大量 出口 政府 限制 蚕丝 出口 废除 这一 规定 反映 太湖 地区 农产品 商品化 程度 提高 本题 选择 选项 材料 没有 反映 短暂 开放政策 不选 中 抵制 材料 中 没有 体现 中 保护 国内 市场 不 符合 题意 知识点 知识点 自由放任 政策 失败 报刊 业 走向 繁荣 商业 发展 主要 经济 政策,现代史
洋 机器 耕织 刷 印陶 埴 诸器 皆 制造 裨 民生 日 用料 数十年 后 中国 富农 大 贾必 仿造 洋 机器 制作 以自求 利益者 材料 中 中国 富农 大贾 仿造 洋 机器 制作 产生 洋务派 军用 工业 外商 华 近代 工业 民族 资本主义 企业 四大家族 官僚资本 企业 题型 单选题 难度 使用 次数 纠错 复制 收藏 空间 加入 选题 篮 查看 答案 解析 答案 解析 中国 民族 资本主义 企业 产生 受 外商 企业 丰厚 利润 刺激 洋务派 引进 西方 先进 生产 技术 诱导 材料 中 中国 富农 大贾 仿造 洋 机器 制作 指 产生 民族 资本主义 企业 三项 中 洋务派 外商 四大家族 均 材料 中 富农 大贾 身份 不符 排除 项 答案 知识点 知识点 垄断组织 出现 民族 资本主义 产生 第三产业 兴起 新 经济 出现 西周 宗 法制 分封制 礼乐 制度 民族 资本主义 产生 初步 发展,现代史
思想家 在世 时 往往 孤独 寂寞 史记 孔子 世家 记载 周游列国 推销 思想 知其不可 见利思义 见危授命 修己 以敬 修己 以安人 修己 以安 百姓 孔子 受到 诸侯 拒绝 同时代 人 嘲笑 讽刺 诸如 四体不勤 五谷不分 自腰 以下 不及 禹 三寸 累累 丧家之狗 导致 孔子 尴尬 结局 主要 原因 宣传 方式 不利于 新旧 相替 主张 不 符合 诸侯 争霸 需要 思想 主张 不利于 稳固 统治 行为 方式 特立独行 遭 人 忌恨 题型 单选题 难度 使用 次数 纠错 复制 收藏 空间 加入 选题 篮 查看 答案 解析 答案 解析 宣传 方式 题旨 无关 故项 排除 所学 可知 孔子 主张 统治者 施政 仁德 当时 诸侯国 争霸 纷纷 进行 社会 变革 孔子 思想 主张 都 改革 背道而驰 才 出现 孔子 尴尬 孔子 遭遇 诸 故项 正确 孔子 思想 利于 稳固 统治 诸侯国 需要 不合 故项 排除 孔子 行为 方式 不是 遭遇 无 必然 逻辑关系 故项 排除 知识点 知识点 文艺 春天 春秋战国 时期 乐舞 春秋战国 时期 百家争鸣,现代史
